"epci","clust","lib"
200070936,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200070944,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200070951,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200070969,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200070977,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200070985,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200070993,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200071017,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071025,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071033,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071041,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071058,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071066,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200071074,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071082,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200071116,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071140,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071157,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071165,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071173,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071181,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071199,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071207,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071215,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071223,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071298,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071314,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200071363,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071371,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071389,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071405,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071413,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071454,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200071470,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071496,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071504,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071512,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071520,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071538,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071546,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071553,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071579,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071587,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071595,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071629,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071645,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200071652,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071678,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071751,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071769,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071777,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071785,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200071819,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071827,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071843,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200071850,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071868,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071876,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071884,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071892,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200071900,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071918,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200071926,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071934,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200071942,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200071967,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200071983,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200071991,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200072007,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072015,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072023,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200072031,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072049,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200072056,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072064,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072072,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072080,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200072098,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072106,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072130,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200072304,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072312,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072320,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200072346,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200072452,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072460,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200072478,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200072544,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072635,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072643,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200072650,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072668,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072676,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072684,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072692,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072700,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072718,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072726,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072734,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072825,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072874,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200072882,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200072981,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200072999,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200073013,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200073096,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200073104,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200073112,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200073120,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200073138,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200073146,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200073161,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200073237,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200073245,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200073252,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
200073260,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
200073344,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200073393,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
200073401,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200073419,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200073427,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
200077014,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
200077055,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
240100578,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
240100610,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
240100750,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
240100800,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
240100883,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
240100891,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
240200444,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
240200469,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240200477,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
240200493,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240200501,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240200519,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240200576,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240200584,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
240200592,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240200600,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
240200634,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240300491,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
240300558,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
240300566,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240300657,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240400440,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
240500439,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
240500462,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240600551,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
240600585,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
240600593,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
240700302,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240700617,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
240700716,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
240700815,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240700864,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240800821,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
240800847,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240800862,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240800920,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240900431,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
240900464,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
241000223,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241000405,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241000447,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241000488,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
241100593,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
241200187,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
241200542,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241200567,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241200625,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241200641,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241200658,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241200674,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241200765,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241200807,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241200906,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
241200914,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241300375,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241300417,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
241400415,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241400514,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241400555,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241400860,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241400878,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241500230,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241500255,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241500271,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241501055,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
241501089,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241501139,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241600303,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
241700434,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
241700459,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241700517,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
241700624,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241700632,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
241700640,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241700699,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241800325,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241800374,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241800424,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
241800432,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
241800457,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241800507,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
241900133,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
241927201,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
241927243,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
242000354,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
242000495,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
242000503,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
242010056,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
242010130,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
242020071,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
242020105,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
242100154,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242100410,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
242101434,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
242101442,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242101459,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242101491,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242101509,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
242200715,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242400752,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
242400935,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
242401024,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242500320,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242500338,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242500361,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
242504116,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
242504181,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242504355,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242504371,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242504447,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242504488,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242504496,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242600252,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242600492,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242600534,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242700276,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242700607,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
242700623,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
242852465,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242900074,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242900314,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
242900553,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242900561,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242900629,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242900645,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242900660,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242900694,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242900702,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242900710,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242900744,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242900751,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242900769,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
242900793,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242900801,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
242900835,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243000270,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
243000296,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243000569,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243000585,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243000593,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243000643,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243000650,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243000684,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
243100518,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243100567,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243100633,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243100732,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243100773,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243100781,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243100815,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243200391,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243200409,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243200417,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243200425,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243200458,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243200508,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243200599,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243200607,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243300316,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243300563,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243300811,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
243301165,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243301181,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
243301215,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243301223,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243301249,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243301264,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243301355,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243301371,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243301389,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243301397,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243301405,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243301439,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243301447,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243301454,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243301504,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243400017,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243400355,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243400470,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243400488,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
